sno,sequence,label,Response,,,,
4113,i didn't initiate a direct debit that i see on my account,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4114,why is there a direct debit fee in the app when i didn't do it?,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4115,there is a payment i don't recognise!,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4116,what should i do about a direct debit that i did not set up?,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4117,there was a direct debit transaction i have don't think should be there.,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4118,i just found a payment from a while back in my account that i didn't make.  can i still dispute it even though it was a couple of months ago?,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4119,i do not recognize a direct debit payment that i see on my app,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4120,"in my app, a direct debit payment i didn't do shows in my app",direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4121,looking back on my transactions from a couple of months ago i have noticed a charge that is fairly large that i'm certain was not completed by me. i know it has been a while but can i please dispute this charge?,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4122,i see a direct debit charge that i did not approve,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4123,i have an unknown direct debit payment on my account,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4124,"there is a direct debit that i didn't set up, what should i do?",direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4125,i see a direct debit that i didn't authorize,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4126,"i know this very late, but i just went through my statements from the last couple months and there's one quite large-ish payment that i definitely haven't made. is it still possible to dispute it?",direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4127,i checked my account and see that funds were deducted from a seller i didn't approve of. can you help me understand?,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4128,there is a transaction showing in my app that i did not make as i have not used that card all day.  please reimburse this amount to my account.,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4129,my app shows a direct debit that isn't mine.,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4130,there is a payment showing on my app that i didn't do. will you please cancel this payment and refund my money ?,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4131,why is there a direct debit to my account? i didn't do that.,direct_debit_payment_not_recognised,Please check that order again and call our representatives.,,,,
4132,"i thought i knew my password but i guess i was wrong, what can i do now?",passcode_forgotten,R45,,,,
4133,i am unable to access my app due to forgetting my passcode.,passcode_forgotten,R45,,,,
4134,what should i do if i don't know my password?,passcode_forgotten,R45,,,,
4135,need a new passcode.,passcode_forgotten,R45,,,,
4136,i can't log in with this passocde,passcode_forgotten,R45,,,,
4137,what are the steps to reset my passcode?,passcode_forgotten,R45,,,,
4138,i am unaware of what my password is.,passcode_forgotten,R45,,,,
4139,i can't remember my passcode.,passcode_forgotten,R45,,,,
4140,i forgot my code,passcode_forgotten,R45,,,,
4141,help me.  the passcode doesn't work.,passcode_forgotten,R45,,,,
4142,the passcode isn't working for me.,passcode_forgotten,R45,,,,
4143,is there a way to recover my password?,passcode_forgotten,R45,,,,
4144,can you lookup my password?,passcode_forgotten,R45,,,,
4145,what is my password?,passcode_forgotten,R45,,,,
4146,i forgot my password to get into the app!,passcode_forgotten,R45,,,,
4147,why doesn't my passcode work?,passcode_forgotten,R45,,,,
4148,i forgot the passcode on my app.,passcode_forgotten,R45,,,,
4149,i seem to of forgotten my passcode.,passcode_forgotten,R45,,,,
4150,i do not understand why my pass-code is not working.,passcode_forgotten,R45,,,,
4151,how do i reset my passcode?,passcode_forgotten,R45,,,,
4152,not sure what my password is.,passcode_forgotten,R45,,,,
4153,how to recover my passcode,passcode_forgotten,R45,,,,
4154,i don't remember my login code,passcode_forgotten,R45,,,,
4155,i need a new login code,passcode_forgotten,R45,,,,
4156,i happened to forget my passcode,passcode_forgotten,R45,,,,
4157,"what is going on, i have entered my passcode and its not working",passcode_forgotten,R45,,,,
4158,passcode retrieval,passcode_forgotten,R45,,,,
4159,my passcode is not being accepted,passcode_forgotten,R45,,,,
4160,i would like to better understand why my pass-code is not working.,passcode_forgotten,R45,,,,
4161,i can't find my code,passcode_forgotten,R45,,,,
4162,my password doesn't work.,passcode_forgotten,R45,,,,
4163,i don't know the code for the app.,passcode_forgotten,R45,,,,
4164,i can't remember my password.,passcode_forgotten,R45,,,,
4165,please help me.  i don't know my code to get into the app.,passcode_forgotten,R45,,,,
4166,i've forgotten my passcode. can i reset?,passcode_forgotten,R45,,,,
4167,i am entering my passcode but getting an error.,passcode_forgotten,R45,,,,
4168,i don't remember my password,passcode_forgotten,R45,,,,
4169,where can i get a new passcode?,passcode_forgotten,R45,,,,
4170,what are the steps for changing my passcode?,passcode_forgotten,R45,,,,
4171,i lost the code and can not get into the app. help!,passcode_forgotten,R45,,,,
4172,i think my passcode was changed,passcode_forgotten,R45,,,,
4173,how can i reset the passcode if i need to do that?,passcode_forgotten,R45,,,,
4174,i can't log into my account because i lost my password,passcode_forgotten,R45,,,,
4175,what do i do if i can't access my passcode?,passcode_forgotten,R45,,,,
4176,can you help me reset my passcode? i forgot it.,passcode_forgotten,R45,,,,
4177,how do i change my passcode?,passcode_forgotten,R45,,,,
4178,i cannot remember my passcode.,passcode_forgotten,R45,,,,
4179,i don't have a password.,passcode_forgotten,R45,,,,
4180,where do i go to reset my passcode?,passcode_forgotten,R45,,,,
4181,what do i do if i forgot my passcode?,passcode_forgotten,R45,,,,
4182,i've completely forgot the code to get into the app.,passcode_forgotten,R45,,,,
4183,how can i go about resetting my passcode?,passcode_forgotten,R45,,,,
4184,how can i change my password?,passcode_forgotten,R45,,,,
4185,is there a way to reset the passcode?,passcode_forgotten,R45,,,,
4186,i can't log in,passcode_forgotten,R45,,,,
4187,help! i've forgot my app passcode!,passcode_forgotten,R45,,,,
4188,"i need to reset my passcode, this one isn't working",passcode_forgotten,R45,,,,
4189,i don't remember my passcode?,passcode_forgotten,R45,,,,
4190,can you tell me my code to get into the app?,passcode_forgotten,R45,,,,
4191,"i cannot remember my passcode, is there a way to retrieve it?",passcode_forgotten,R45,,,,
4192,what should i do if my passcode won't work?,passcode_forgotten,R45,,,,
4193,can my password be reset if i do not have it?,passcode_forgotten,R45,,,,
4194,i can't access my account.,passcode_forgotten,R45,,,,
4195,lost password,passcode_forgotten,R45,,,,
4196,"i'm locked out of my account as i can't remember my code, what do i do now?",passcode_forgotten,R45,,,,
4197,"disaster, i've totally forgotten my passcode, can you help me?",passcode_forgotten,R45,,,,
4198,"i want to reset my passcode, how can i do that?",passcode_forgotten,R45,,,,
4199,i can't get into the app with the passcode.,passcode_forgotten,R45,,,,
4200,for some reason i forgot the passcode i have.,passcode_forgotten,R45,,,,
4201,i've forgotten my app passcode completely.,passcode_forgotten,R45,,,,
4202,how do i reset my password?,passcode_forgotten,R45,,,,
4203,i lost my passcode.,passcode_forgotten,R45,,,,
4204,i can't remember what my password is,passcode_forgotten,R45,,,,
4205,i need to reset my passcode. where do i go to do that?,passcode_forgotten,R45,,,,
4206,how can i reset my passcode?,passcode_forgotten,R45,,,,
4207,how do i get the passcode reset?,passcode_forgotten,R45,,,,
4208,can someone please help assist me by explaining to me why my pass-code is not working?,passcode_forgotten,R45,,,,
4209,i don't have my passcode to access the app.,passcode_forgotten,R45,,,,
4210,can i reset the passcode?,passcode_forgotten,R45,,,,
4211,i need to reset the passcode.,passcode_forgotten,R45,,,,
4212,i can't enter my passcode.,passcode_forgotten,R45,,,,
4213,i think i forgot my passcode,passcode_forgotten,R45,,,,
4214,i don't know my password,passcode_forgotten,R45,,,,
4215,i forgot the code i need to get into the app.,passcode_forgotten,R45,,,,
4216,"i don't know what my passcode is, can you help?",passcode_forgotten,R45,,,,
4217,"i can't remember my app code, can you reset it?",passcode_forgotten,R45,,,,
4218,can someone help with my passcode?,passcode_forgotten,R45,,,,
4219,"i tried to withdraw cash and got declined, why is that?",declined_cash_withdrawal,R27,,,,
4220,why was i declined when i tried to get my money?,declined_cash_withdrawal,R27,,,,
4221,i could not access my money at the atm,declined_cash_withdrawal,R27,,,,
4222,"i needed money for a night out with the girls but i was declined, why?",declined_cash_withdrawal,R27,,,,
4223,why was i blocked from withdrawing from the atm?,declined_cash_withdrawal,R27,,,,
4224,i tried to get funds in hard cash but it was rejected!,declined_cash_withdrawal,R27,,,,
4225,why won't cash come out of the atm?,declined_cash_withdrawal,R27,,,,
4226,i tried to use my card to withdrawal money from the atm in notting hill but it didn't work. this is the first time i've tried using it. is my card working?,declined_cash_withdrawal,R27,,,,
4227,where did my money go? i'm not able to withdraw it from my atm.,declined_cash_withdrawal,R27,,,,
4228,why was my withdrawal declined,declined_cash_withdrawal,R27,,,,
4229,why was my atm withdrawal cancelled?,declined_cash_withdrawal,R27,,,,
4230,i couldnt get cash in an atm,declined_cash_withdrawal,R27,,,,
4231,why can't i get cash out?,declined_cash_withdrawal,R27,,,,
4232,why can't i take cash out of the atm?,declined_cash_withdrawal,R27,,,,
4233,every atm i visit is rejecting my card and i don't know why. there should be money on it. can you check it to see if something is wrong or if i'm doing something wrong?,declined_cash_withdrawal,R27,,,,
4234,i can't get money out of the atm. is my card actually working? it's the first time i tried using it,declined_cash_withdrawal,R27,,,,
4235,the atm keeps declining my transaction . i tried two different atms already would you please check if everything is okay with my account?,declined_cash_withdrawal,R27,,,,
4236,is there a reason my cash withdrawal was declined?,declined_cash_withdrawal,R27,,,,
4237,my card won't let me withdraw money.,declined_cash_withdrawal,R27,,,,
4238,i can't withdraw money,declined_cash_withdrawal,R27,,,,
4239,could you tell me why my cash withdrawal was declined?,declined_cash_withdrawal,R27,,,,
4240,"the atm would not give me cash,why?",declined_cash_withdrawal,R27,,,,
4241,i was not able to use the atm to get cash,declined_cash_withdrawal,R27,,,,
4242,why did i get declined when trying to get cash?,declined_cash_withdrawal,R27,,,,
4243,the atm keeps declining my card! i tried two different atms already can you please check if everything is alright with my account??,declined_cash_withdrawal,R27,,,,
4244,why wouldn't the atm give me my money?,declined_cash_withdrawal,R27,,,,
4245,why are my withdrawals suddenly being declined?,declined_cash_withdrawal,R27,,,,
4246,can you tell me why i was declined from getting cash?,declined_cash_withdrawal,R27,,,,
4247,why couldn't i make a withdrawal from the atm?,declined_cash_withdrawal,R27,,,,
4248,is my card broken? i can't get cash out of the atm,declined_cash_withdrawal,R27,,,,
4249,i went to the notting hill atm to use my card the first time for a cash withdrawal but it didn't work. does this mean that my card isn't working yet?,declined_cash_withdrawal,R27,,,,
4250,i tried to withdraw money but was told i didn't have funds,declined_cash_withdrawal,R27,,,,
4251,"please double check my card - withdrawal was working fine so far, but this morning on the way to work it suddenly got declined!",declined_cash_withdrawal,R27,,,,
4252,i was declined when trying to withdrawal cash!,declined_cash_withdrawal,R27,,,,
4253,i needed cash from the atm but i couldn't get it.,declined_cash_withdrawal,R27,,,,
4254,my atm withdrawal was declined.,declined_cash_withdrawal,R27,,,,
4255,"when i went to get cash, it was declined!",declined_cash_withdrawal,R27,,,,
4256,"is my card working? it's the first time i tried using it i tried to get money out of an atm, but got nothing.",declined_cash_withdrawal,R27,,,,
4257,the atm machines keep declining my card and i don't know why. i thought i had money in my account. why is this happening?,declined_cash_withdrawal,R27,,,,
4258,why was my withdrawal requested cancelled by the atm?,declined_cash_withdrawal,R27,,,,
4259,i have tried using my card for the first time at the atm of notting hill to withdrawal cash but it didn't work. does this mean my card isn't working?,declined_cash_withdrawal,R27,,,,
4260,a withdraw i tried to make at the atm was declined i don't know why.,declined_cash_withdrawal,R27,,,,
4261,tried using my atm card earlier at one of your locations for the first time.  it didn't work.  what is going on?,declined_cash_withdrawal,R27,,,,
4262,why can't i take money from my account?,declined_cash_withdrawal,R27,,,,
4263,"this morning i wanted to make a withdrawal before work, but my card was declined! please double check it for me as this is the first time it was declined.",declined_cash_withdrawal,R27,,,,
4264,why was i declined from getting cash?,declined_cash_withdrawal,R27,,,,
4265,"i tried to get money out of the notting hill atm earlier, but wasn't able to. is my card working okay? it's the first time i tried using it.",declined_cash_withdrawal,R27,,,,
4266,my atm card isn't working for a withdrawl,declined_cash_withdrawal,R27,,,,
4267,is my card actually working? it's the first time i tried using it,declined_cash_withdrawal,R27,,,,
4268,is there a reason why my card was declined when i attempted to withdraw money?,declined_cash_withdrawal,R27,,,,
4269,is the atm broken? i can't get cash from it.,declined_cash_withdrawal,R27,,,,
4270,i can't get cash from the atm!,declined_cash_withdrawal,R27,,,,
4271,"when i tried to access my cash, i wasn't allowed!",declined_cash_withdrawal,R27,,,,
4272,"my card has been declined by two separate atm, and i'm worried something is wrong with my account. would you please see if my account is okay?",declined_cash_withdrawal,R27,,,,
4273,has my account been frozen?  i tried to use my card but the atm would not dispense cash.,declined_cash_withdrawal,R27,,,,
4274,i tried to withdraw cash from the atm machine and it did not work. can you tell me why?,declined_cash_withdrawal,R27,,,,
4275,atm withdrawal not working.,declined_cash_withdrawal,R27,,,,
4276,i tried using my atm card at your notting hill location today.  it did not work.  am i doing something wrong?,declined_cash_withdrawal,R27,,,,
4277,"i tried to get money out of an atm in notting hill earlier, but it didn't work. is my card actually working? it's the first time i tried using it",declined_cash_withdrawal,R27,,,,
4278,i cannot withdraw money from the atm,declined_cash_withdrawal,R27,,,,
4279,my withdrawal from the atm was cancelled.,declined_cash_withdrawal,R27,,,,
4280,i'm trying to take money from my account but its not letting me. help!,declined_cash_withdrawal,R27,,,,
4281,why won't the atm let me withdraw money?,declined_cash_withdrawal,R27,,,,
4282,my cash withdrawal was declined.  why?,declined_cash_withdrawal,R27,,,,
4283,why couldn't i get cash from an atm?,declined_cash_withdrawal,R27,,,,
4284,i attempted to get cash in the atm but it was not authorized,declined_cash_withdrawal,R27,,,,
4285,is there something wrong with my atm card?  tried using it earlier and it did not work.,declined_cash_withdrawal,R27,,,,
4286,the atm keeps rejecting my payment. i tried two different atms but did not work .can you please check if everything is okay with my account?,declined_cash_withdrawal,R27,,,,
4287,why can't i withdraw cash from this atm?,declined_cash_withdrawal,R27,,,,
4288,i was getting some cash out of the atm but it cancelled on me without warning.,declined_cash_withdrawal,R27,,,,
4289,i wasn't able to withdraw money at an atm,declined_cash_withdrawal,R27,,,,
4290,i tried to get cash in the atm but it was not approved,declined_cash_withdrawal,R27,,,,
4291,my card rejected a cash withdrawal. why?,declined_cash_withdrawal,R27,,,,
4292,why was my cash withdrawal declined by the atm?,declined_cash_withdrawal,R27,,,,
4293,i could not get the atm to work,declined_cash_withdrawal,R27,,,,
4294,totally unacceptable.  i'm stranded with no cash because the atm wouldn't give me any money!,declined_cash_withdrawal,R27,,,,
4295,help! my card isn't working at the atm and i know i used the right pin. trying to get my money.,declined_cash_withdrawal,R27,,,,
4296,i tried to pull cash from an atm but it wouldn't let me.,declined_cash_withdrawal,R27,,,,
4297,"i tried to get money out of the notting hill atm earlier, but i wasn't able to get it to work. is my card with issue? it's the first time i tried using it.",declined_cash_withdrawal,R27,,,,
4298,can you please tell me why i cant get money from the atm?,declined_cash_withdrawal,R27,,,,
4299,"hello, is there any way to double check my card? i have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",declined_cash_withdrawal,R27,,,,
4300,my card didn't work at the atm in notting hill.  is my card working?,declined_cash_withdrawal,R27,,,,
4301,why am i not able to get cash from the atm?,declined_cash_withdrawal,R27,,,,
4302,my card was frozen due to putting in the wrong pin too much.  how many tries do i have,declined_cash_withdrawal,R27,,,,
4303,i cant get money out of the atm with my card.  i just put my card in the atm but it will not allow me to take any money out.  what do i need to do to fix this?,declined_cash_withdrawal,R27,,,,
4304,why was i not able to take cash from the atm?,declined_cash_withdrawal,R27,,,,
4305,"would you please check my card. as withdrawal was working fine so far, but this morning suddenly got declined. can you please check the problem?",declined_cash_withdrawal,R27,,,,
4306,why would the atm machine fail to give me the cash withdrawal i requested?,declined_cash_withdrawal,R27,,,,
4307,i tried to get cash but it was declined!,declined_cash_withdrawal,R27,,,,
4308,"hi, i am unable to use my card in atm. i had tried my card in two atms but both atms declined it. could you please check my account?",declined_cash_withdrawal,R27,,,,
4309,the atm won't let me take out cash,declined_cash_withdrawal,R27,,,,
4310,i'm not able to withdraw money from the atm but i'm not sure why.,declined_cash_withdrawal,R27,,,,
4311,why wouldnt the atm give me money,declined_cash_withdrawal,R27,,,,
4312,"my cash withdrawal was declined, why?",declined_cash_withdrawal,R27,,,,
4313,"i think there may be something wrong with my card. i have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",declined_cash_withdrawal,R27,,,,
4314,why can i not get cash from the atm?,declined_cash_withdrawal,R27,,,,
4315,why was i not able to get cash from the atm?,declined_cash_withdrawal,R27,,,,
4316,why can't i withdraw money?,declined_cash_withdrawal,R27,,,,
4317,the atm wouldn't give out cash,declined_cash_withdrawal,R27,,,,
4318,what caused my cash withdrawal to be declined?,declined_cash_withdrawal,R27,,,,
4319,why wont the atm give me cash?,declined_cash_withdrawal,R27,,,,
4320,why do i get declined when i try to withdraw cash?,declined_cash_withdrawal,R27,,,,
4321,what was the cause for my card to be declined?,declined_cash_withdrawal,R27,,,,
4322,the atm cancelled a transaction on me when i was trying to get some cash out.,declined_cash_withdrawal,R27,,,,
4323,atm refused to give me money,declined_cash_withdrawal,R27,,,,
4324,i was declined when i tried to withdraw cash!,declined_cash_withdrawal,R27,,,,
4325,i couldn't get money from the atm,declined_cash_withdrawal,R27,,,,
4326,i tried to use the atm today but it would not accept my card.,declined_cash_withdrawal,R27,,,,
4327,the atm wouldn't let me withdraw cash.,declined_cash_withdrawal,R27,,,,
4328,"i tried to get money out of the notting hill atm earlier, but i wasn't able to get anything out. is there a problem with my card? it's the first time i tried using it.",declined_cash_withdrawal,R27,,,,
4329,please help me with my card. as i have tried to use my card in two different atms but repeatedly it was declining by atm.,declined_cash_withdrawal,R27,,,,
4330,the atm wouldn't allow me to withdraw money,declined_cash_withdrawal,R27,,,,
4331,why am i unable to withdraw my money through this card?,declined_cash_withdrawal,R27,,,,
4332,is there a problem with my account? when i tried to withdraw cash at an atm i was denied.,declined_cash_withdrawal,R27,,,,
4333,atm apparently not working?  couldn't access funds in my account?,declined_cash_withdrawal,R27,,,,
4334,why is my card being declined at the atm? i have tried multiple atms and i keep running into the same problem. could you verify that everything is okay with my account?,declined_cash_withdrawal,R27,,,,
4335,i tired to get cash in the atm but it was cancelled,declined_cash_withdrawal,R27,,,,
4336,is there something wrong with the atm? it would not let me pull cash out of my account.,declined_cash_withdrawal,R27,,,,
4337,"hi, in morning, i was trying to withdraw money from my card, but it got declined. so far it was working fine. could you please check my card.",declined_cash_withdrawal,R27,,,,
4338,when going to the atm to take out some cash today my withdrawal was  declined.  i need to fix this problem as soon as possible. whats going on?,declined_cash_withdrawal,R27,,,,
4339,i can't get any money from my account.,declined_cash_withdrawal,R27,,,,
4340,"the atm will not let me get cash, why?",declined_cash_withdrawal,R27,,,,
4341,i can't withdraw any money from my account. ive tried a couple different atm machines and both of them wouldn't give me my money. what's going on? is my account frozen or something?,declined_cash_withdrawal,R27,,,,
4342,why would i be declined if i had money iin my account,declined_cash_withdrawal,R27,,,,
4343,why was my cash withdrawal cancelled at the atm?,declined_cash_withdrawal,R27,,,,
4344,why can't i withdraw cash?,declined_cash_withdrawal,R27,,,,
4345,why am i unable to withdrawal cash?,declined_cash_withdrawal,R27,,,,
4346,i just had my card get declined at the atm! i need to get money out but i am unable to.  why has this happened?,declined_cash_withdrawal,R27,,,,
4347,i entered the correct pin but i still couldnt get funds.,declined_cash_withdrawal,R27,,,,
4348,my card wont work at an atm,declined_cash_withdrawal,R27,,,,
4349,"why does the atm continually decline my card? i've tried multiple times on different machines with the same results. i thought i had enough funds for this, so please help me understand why this is happening.",declined_cash_withdrawal,R27,,,,
4350,i entered my pin in wrong and got it frozen. how many tries do i have,declined_cash_withdrawal,R27,,,,
4351,this is the first time i've tried to get my money out of an atm and it didn't work. please give me my money,declined_cash_withdrawal,R27,,,,
4352,why am i having trouble withdrawing cash?,declined_cash_withdrawal,R27,,,,
4353,"i tried to make a withdrawal from the atm, but it was cancelled.",declined_cash_withdrawal,R27,,,,
4354,i could not get money from an atm,declined_cash_withdrawal,R27,,,,
4355,i think i am having an issue with withdraws on my card. it was declined on the way to work this morning. this hasn't happened in the past.,declined_cash_withdrawal,R27,,,,
4356,i attempted to get money in cash but it was refused!,declined_cash_withdrawal,R27,,,,
4357,my atm withdrawal was cancelled,declined_cash_withdrawal,R27,,,,
4358,i might need a new card because it's not working at any of the atms. i don't think ive used all my money. why is it doing this?,declined_cash_withdrawal,R27,,,,
4359,"i tried to withdraw some funds from my card, but was declined. how can i get my money?",declined_cash_withdrawal,R27,,,,
4360,i can't get the atm to give me any cash,declined_cash_withdrawal,R27,,,,
4361,i am unable to get cash from the atm,declined_cash_withdrawal,R27,,,,
4362,how come the atm won't give me my money?,declined_cash_withdrawal,R27,,,,
4363,i tried to withdraw cash from your atm but my transaction was cancelled.,declined_cash_withdrawal,R27,,,,
4364,why did the atm cancel my transaction,declined_cash_withdrawal,R27,,,,
4365,why wouldn't the atm give me cash?,declined_cash_withdrawal,R27,,,,
4366,why wouldn't my withdrawal go through?,declined_cash_withdrawal,R27,,,,
4367,i attempted to get cash in the atm but i was denied,declined_cash_withdrawal,R27,,,,
4368,the atm didnt let me get cash,declined_cash_withdrawal,R27,,,,
4369,why am i unable to withdraw money even though in the past i've done it just fine?,declined_cash_withdrawal,R27,,,,
4370,i was declined when i tried to take out cash!,declined_cash_withdrawal,R27,,,,
4371,how come i was declined,declined_cash_withdrawal,R27,,,,
4372,what does it mean when a payment is pending?,pending_card_payment,R46,,,,
4373,could you please tell me why my purchases from this morning say payment is pending?,pending_card_payment,R46,,,,
4374,the purchase i made is still pending.,pending_card_payment,R46,,,,
4375,is there a problem with the payment that i see is still pending?,pending_card_payment,R46,,,,
4376,there is a payment that i made that hasn't gone through yet.,pending_card_payment,R46,,,,
4377,how long does it actually take for a card payment to go through? there's one stuck since a couple days already that doesn't seem to move,pending_card_payment,R46,,,,
4378,how long does a payment usually show as pending? is it normal that mine is still pending?,pending_card_payment,R46,,,,
4379,why is my payment in pending status?,pending_card_payment,R46,,,,
4380,i have a card payment which shows as pending,pending_card_payment,R46,,,,
4381,i made a payment with my card and it hasn't changed. how long do you think this will take?,pending_card_payment,R46,,,,
4382,i made a card payment which is showing me pending.,pending_card_payment,R46,,,,
4383,why are my payments not working and show pending?,pending_card_payment,R46,,,,
4384,"i put in a payment a while ago and it has still not cleared and is showing up as ""pending"", how long does it take to clear?",pending_card_payment,R46,,,,
4385,why are the things i bought earlier today still showing as pending?,pending_card_payment,R46,,,,
4386,"my card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",pending_card_payment,R46,,,,
4387,i have a payment that has not gone through yet,pending_card_payment,R46,,,,
4388,"i initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?",pending_card_payment,R46,,,,
4389,why is my purchase showing as pending?,pending_card_payment,R46,,,,
4390,how long will it take for my payment to go through?,pending_card_payment,R46,,,,
4391,after making a payment with my card it doesn't seem to have worked. it's just showing to be pending. when will this actually be going through?,pending_card_payment,R46,,,,
4392,is there a reason my payments are pending?,pending_card_payment,R46,,,,
4393,why is my card payment still a pending transaction?,pending_card_payment,R46,,,,
4394,"card payment is still pending, why is that the case?",pending_card_payment,R46,,,,
4395,i have been waiting for my card payment to be moved from pending status for an unusually long time.  what is going on here and do you have an idea of when i can expect it to go through?,pending_card_payment,R46,,,,
4396,how come my card payment is still pending?,pending_card_payment,R46,,,,
4397,i notice there's a pending payment on my card.,pending_card_payment,R46,,,,
4398,how is my card payment still pending?,pending_card_payment,R46,,,,
4399,why is my card payment still pending?,pending_card_payment,R46,,,,
4400,what does pending payment mean?,pending_card_payment,R46,,,,
4401,why is my payment still pending?,pending_card_payment,R46,,,,
4402,what does it mean when it says that i have a payment that is pending?,pending_card_payment,R46,,,,
4403,my card payment is showing pending however this transaction was a couple of days ago. is there a reason why it it still pending?,pending_card_payment,R46,,,,
4404,a card payment on my account is shown as pending.,pending_card_payment,R46,,,,
4405,my card payment says pending and it hasn't changed,pending_card_payment,R46,,,,
4406,card payment is showing as pending,pending_card_payment,R46,,,,
4407,what is the longest that a payment will show pending?  there is one showing that has been sitting there a few days.,pending_card_payment,R46,,,,
4408,i tried to pay through my account but the payment is not going through. what's going on?,pending_card_payment,R46,,,,
4409,why is the payment on my card still pending?,pending_card_payment,R46,,,,
4410,what's taking so long for this payment to go through?,pending_card_payment,R46,,,,
4411,why haven't i gotten my payment yet?,pending_card_payment,R46,,,,
4412,it looks like a payment i've made hasn't made it through yet.,pending_card_payment,R46,,,,
4413,my card payment has had the status of pending forever. what is the issue? it should have gone through at some point.,pending_card_payment,R46,,,,
4414,a payment is pending,pending_card_payment,R46,,,,
4415,why hasn't my card payment cleared yet?,pending_card_payment,R46,,,,
4416,i've made a card payment a couple of days ago now but it looks like the money is stuck. how long does it typically take for the payment to go through?,pending_card_payment,R46,,,,
4417,my payment is taking a long time to go through.,pending_card_payment,R46,,,,
4418,what does it mean if my payment is pending?,pending_card_payment,R46,,,,
4419,when will my payment go through?,pending_card_payment,R46,,,,
4420,my card payment still pending,pending_card_payment,R46,,,,
4421,how long does a payment show as pending before i should worry about it?,pending_card_payment,R46,,,,
4422,why is my card payment pending?,pending_card_payment,R46,,,,
4423,i made a card payment by my card but it failed. please let me know when the payment will get completed as its still pending.,pending_card_payment,R46,,,,
4424,"hi, status of one of my card payment is still pending from a while. please let e know how much time it will take to complete.",pending_card_payment,R46,,,,
4425,"after i make a payment, how long will it be before it transitions from ""pending"" to complete?",pending_card_payment,R46,,,,
4426,"my card payment is showing up as pending for a very long time, what's going on with that, it should be going through at some point?",pending_card_payment,R46,,,,
4427,my purchases from this morning are showing up as payment pending. can you tell me why?,pending_card_payment,R46,,,,
4428,there is a payment that has not processed.,pending_card_payment,R46,,,,
4429,i'm still waiting on a payment,pending_card_payment,R46,,,,
4430,i need to find out why my pending payment hasn't gone through.,pending_card_payment,R46,,,,
4431,i am waiting for a payment to be processed,pending_card_payment,R46,,,,
4432,"i did a payment with my card but seem that didn't work, it's still listed as pending since a while ago. when does this actually go through?",pending_card_payment,R46,,,,
4433,i need to know when a payment will actually go through. i completed a payment using my card but it is just showing as pending at this point and it has been a while ago.,pending_card_payment,R46,,,,
4434,when will the transaction go through?,pending_card_payment,R46,,,,
4435,my card payment has been stuck on pending. what is the problem? it should have gone through by now.,pending_card_payment,R46,,,,
4436,a transaction on my card shows as pending.,pending_card_payment,R46,,,,
4437,i have a pending payment on my card.  why?,pending_card_payment,R46,,,,
4438,i have a card payment that has been pending for some time and would like to know when it is going to go through.,pending_card_payment,R46,,,,
4439,"i made a payment a while ago and it is still showing as ""pending"" in the account. how long will this payment take to complete?",pending_card_payment,R46,,,,
4440,what does a 'pending payment' mean?,pending_card_payment,R46,,,,
4441,"hello, i made a payment with my card and it's not working. it's been a while and still says its pending. can you tell when this will go through?",pending_card_payment,R46,,,,
4442,"hi,  one of payment is still coming as pending for which i have already paid by card. i guess it did not processed, could you please check and update me.",pending_card_payment,R46,,,,
4443,my purchase from this morning still is pending.,pending_card_payment,R46,,,,
4444,why is my card payment still listed as pending?,pending_card_payment,R46,,,,
4445,one of my card payments looks like it's stuck but i have made the payment days ago. how long until the payment will be applied to my account?,pending_card_payment,R46,,,,
4446,i don't know what pending transaction means.,pending_card_payment,R46,,,,
4447,it says pending status for my payment. why?,pending_card_payment,R46,,,,
4448,pending transaction?,pending_card_payment,R46,,,,
4449,when is a payment i made with my card going to clear>,pending_card_payment,R46,,,,
4450,my card payment has been pending for a long time now. why is it taking so long to take. it should have already made it through.,pending_card_payment,R46,,,,
